Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
92, P-SLICE,   92, 34.19,       6232, 0,0.00,28.000,40.305, 48.515, 48.736, 42.385, 0.941463, 12.326,0, 91 90 89 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.40%, 2.28%,  0.00%,  0.27%,  1.34%, 12.05%,  0.00%,  0.40%,  0.00%,  0.00%, 54.08%, 21.82%,  2.28%,  5.09%, 24837.18, 1828.53, 6254.82, 25601.68 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 100.25%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.81%,0.00%, 0.60%, 0.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.96%,0.00%, 22.22%, 14.81%, 0.00%, 0.00%, 0.00%, 0.00%, 2.29%, 29.01%,0.00%, 30.53%, 38.17%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 16.0, 0.0, 71.0, 0.0, 21.0, 5.578, 98
93, P-SLICE,   93, 34.15,       6224, 0,0.00,28.000,40.273, 48.516, 48.741, 42.362, 0.941027, 12.293,0, 92 91 90 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.13%,  0.13%,  0.92%, 1.70%,  0.00%,  0.52%,  1.31%, 10.85%,  0.00%,  0.13%,  0.78%,  1.83%, 52.55%, 22.09%,  2.09%,  4.84%, 25021.02, 1829.35, 6295.06, 25659.24 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.70%,0.00%, 1.72%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 3.03%, 66.67%,0.00%, 27.27%, 3.03%, 0.00%, 0.00%, 0.00%, 0.00%, 6.29%, 35.66%,0.00%, 29.37%, 28.67%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 14.0, 0.0, 64.0, 0.0, 19.0, 5.756, 68
94, P-SLICE,   94, 35.15,       1392, 0,0.00,28.000,40.278, 48.516, 48.741, 42.365, 0.941044, 12.295,0, 93 92 91 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.35%,  0.00%,  0.00%,  0.35%,  0.00%,  0.00%,  0.00%,  0.00%, 70.64%, 26.60%,  1.04%,  1.04%, 24984.11, 1826.85, 6304.64, 25011.82 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 99.51%,0.00%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 12.0, 0.0, 64.0, 0.0, 16.0, 7.622, 171
95, P-SLICE,   95, 34.20,       6640, 0,0.00,28.000,40.281, 48.517, 48.751, 42.369, 0.941232, 12.309,0, 94 93 92 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.40%, 2.90%,  0.13%,  0.40%,  1.45%, 11.33%,  0.00%,  0.40%,  0.53%,  0.92%, 52.44%, 23.98%,  1.71%,  3.43%, 24999.99, 1825.36, 6292.74, 25765.22 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 99.75%,0.00%, 0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.40%,0.00%, 1.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.71%,0.00%, 32.14%, 7.14%, 0.00%, 0.00%, 0.00%, 0.00%, 2.46%, 27.05%,0.00%, 40.16%, 30.33%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 15.0, 0.0, 54.0, 0.0, 21.0, 5.498, 72
96, P-SLICE,   96, 34.10,       7256, 0,0.00,28.000,40.250, 48.511, 48.752, 42.345, 0.940743, 12.273,0, 95 94 93 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.77%, 3.97%,  0.38%,  0.26%,  0.64%, 11.41%,  0.00%,  0.38%,  0.51%,  1.92%, 51.28%, 21.03%,  2.95%,  4.49%, 25142.31, 1826.51, 6318.74, 26159.10 , 18, 253, 117.60, 75, 150, 130.98, 89, 180, 129.22, 0.00%, 99.26%,0.00%, 0.25%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.82%,0.00%, 1.18%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 84.38%,0.00%, 12.50%, 3.12%, 0.00%, 0.00%, 0.00%, 0.00%, 4.14%, 34.48%,0.00%, 35.17%, 26.21%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 4.0, 0.0, 17.0, 0.0, 61.0, 0.0, 21.0, 5.416, 73
97, P-SLICE,   97, 34.05,       7568, 0,0.00,28.000,40.256, 48.506, 48.749, 42.348, 0.940723, 12.271,0, 96 95 94 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.13%,  0.00%,  0.78%, 2.97%,  0.39%,  0.78%,  0.90%, 12.40%,  0.00%,  0.39%,  0.13%,  1.68%, 51.68%, 20.93%,  1.94%,  4.78%, 25128.20, 1828.75, 6321.88, 26089.00 , 18, 253, 117.60, 75, 150, 130.98, 89, 180, 129.22, 0.00%, 99.26%,0.00%, 0.50%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.49%,0.00%, 1.75%, 1.75%, 0.00%, 0.00%, 0.00%, 0.00%, 4.17%, 66.67%,0.00%, 16.67%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 4.58%, 32.68%,0.00%, 37.25%, 25.49%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 18.0, 0.0, 64.0, 0.0, 23.0, 5.269, 112
98, P-SLICE,   98, 34.56,       6608, 0,0.00,28.000,40.236, 48.501, 48.735, 42.331, 0.940487, 12.254,0, 97 96 95 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.13%,  0.93%, 2.27%,  0.00%,  0.67%,  1.07%, 11.73%,  0.00%,  0.00%,  0.00%,  0.00%, 53.73%, 22.40%,  1.87%,  5.07%, 25235.94, 1831.73, 6353.58, 26038.94 , 18, 253, 117.59, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.11%,0.00%, 1.73%, 1.16%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 63.64%,0.00%, 22.73%, 13.64%, 0.00%, 0.00%, 0.00%, 0.00%, 6.67%, 28.15%,0.00%, 40.00%, 25.19%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 16.0, 0.0, 56.0, 0.0, 21.0, 5.324, 89
99, P-SLICE,   99, 34.09,       6296, 0,0.00,28.000,40.228, 48.499, 48.738, 42.326, 0.940305, 12.241,0, 98 97 96 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 2.28%,  0.54%,  0.40%,  1.20%, 10.71%,  0.00%,  0.00%,  0.27%,  1.34%, 53.41%, 22.62%,  2.28%,  4.82%, 25282.09, 1830.77, 6370.60, 26211.44 , 18, 253, 117.59, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 99.01%,0.00%, 0.25%, 0.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.26%,0.00%, 1.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 67.86%,0.00%, 25.00%, 7.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.79%, 36.22%,0.00%, 33.07%, 29.92%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 14.0, 0.0, 55.0, 0.0, 19.0, 5.329, 96
100, P-SLICE,  100, 35.52,       1152, 0,0.00,28.000,40.232, 48.500, 48.738, 42.329, 0.940315, 12.241,0, 99 98 97 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.53%,  0.18%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 71.40%, 27.89%,  0.00%,  0.00%, 25247.76, 1830.85, 6411.88, 25264.43 , 18, 253, 117.59, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 99.27%,0.00%, 0.73%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.38%,0.00%, 0.62%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 12.0, 0.0, 64.0, 0.0, 17.0, 8.020, 204
101, P-SLICE,  101, 34.06,       6648, 0,0.00,28.000,40.230, 48.501, 48.744, 42.328, 0.940362, 12.245,0, 100 99 98 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.54%, 2.71%,  0.68%,  0.41%,  0.95%, 12.47%,  0.00%,  0.14%,  0.68%,  2.30%, 54.34%, 21.41%,  0.81%,  2.57%, 25279.28, 1830.52, 6366.07, 26035.67 , 18, 253, 117.59, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 98.77%,0.00%, 0.49%, 0.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.15%,0.00%, 1.23%, 0.62%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 61.11%,0.00%, 27.78%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 3.03%, 27.27%,0.00%, 34.09%, 35.61%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 14.0, 0.0, 56.0, 0.0, 19.0, 5.469, 95
102, P-SLICE,  102, 34.58,       6688, 0,0.00,28.000,40.213, 48.508, 48.751, 42.317, 0.940113, 12.227,0, 101 100 99 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.00%,  0.00%,  0.65%, 2.75%,  0.13%,  0.65%,  1.31%, 11.11%,  0.00%,  0.13%,  0.26%,  0.78%, 51.76%, 24.84%,  1.96%,  3.53%, 25350.45, 1827.28, 6400.47, 26253.81 , 18, 253, 117.59, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 99.75%,0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.45%,0.00%, 1.53%, 1.02%, 0.00%, 0.00%, 0.00%, 0.00%, 3.57%, 60.71%,0.00%, 25.00%, 10.71%, 0.00%, 0.00%, 0.00%, 0.00%, 4.07%, 26.83%,0.00%, 39.02%, 30.08%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 16.0, 0.0, 58.0, 0.0, 20.0, 5.578, 57
103, P-SLICE,  103, 34.05,       6312, 0,0.00,28.000,40.234, 48.486, 48.786, 42.335, 0.940373, 12.246,0, 102 101 100 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.52%, 1.44%,  0.66%,  0.79%,  1.97%,  9.84%,  0.00%,  0.79%,  1.44%,  1.31%, 51.84%, 22.05%,  2.62%,  4.59%, 25250.96, 1825.63, 6387.89, 26002.18 , 18, 253, 117.59, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 98.75%,0.00%, 1.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.67%,0.00%, 1.67%, 1.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 67.39%,0.00%, 23.91%, 8.70%, 0.00%, 0.00%, 0.00%, 0.00%, 4.00%, 36.00%,0.00%, 34.40%, 25.60%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 16.0, 0.0, 65.0, 0.0, 21.0, 5.427, 93
104, P-SLICE,  104, 34.10,       5488, 0,0.00,28.000,40.218, 48.493, 48.779, 42.322, 0.940198, 12.233,0, 103 102 101 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.14%,  0.14%,  0.42%, 1.39%,  0.56%,  0.14%,  1.81%, 10.69%,  0.00%,  0.28%,  0.56%,  0.28%, 55.69%, 22.50%,  1.81%,  3.61%, 25326.59, 1823.94, 6394.77, 25907.40 , 18, 253, 117.59, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 99.26%,0.00%, 0.74%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.39%,0.00%, 0.61%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.67%,0.00%, 40.00%, 3.33%, 0.00%, 0.00%, 0.00%, 0.00%, 4.55%, 25.45%,0.00%, 40.00%, 30.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 14.0, 0.0, 62.0, 0.0, 19.0, 5.420, 124
105, P-SLICE,  105, 34.12,       6352, 0,0.00,28.000,40.207, 48.491, 48.777, 42.314, 0.940058, 12.223,0, 104 103 102 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.81%, 1.48%,  0.00%,  1.35%,  2.16%,  9.18%,  0.00%,  0.67%,  0.94%,  1.75%, 53.85%, 23.35%,  1.48%,  2.97%, 25388.68, 1825.83, 6401.91, 26157.56 , 18, 253, 117.59, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.68%,0.00%, 3.19%, 2.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.94%,0.00%, 41.18%, 5.88%, 0.00%, 0.00%, 0.00%, 0.00%, 5.50%, 32.11%,0.00%, 36.70%, 25.69%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 15.0, 0.0, 64.0, 0.0, 21.0, 5.073, 125
106, P-SLICE,  106, 35.08,       1224, 0,0.00,28.000,40.211, 48.491, 48.777, 42.317, 0.940077, 12.224,0, 105 104 103 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.89%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 72.73%, 26.38%,  0.00%,  0.00%, 25371.54, 1824.95, 6407.93, 25390.90 , 18, 253, 117.59, 75, 150, 130.99, 89, 180, 129.22, 0.00%, 98.79%,0.00%, 1.21%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 12.0, 0.0, 67.0, 0.0, 16.0, 8.018, 212
107, P-SLICE,  107, 34.10,       6624, 0,0.00,28.000,40.217, 48.478, 48.751, 42.316, 0.940130, 12.228,0, 106 105 104 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.40%, 3.75%,  0.40%,  0.54%,  0.54%, 10.17%,  0.00%,  0.94%,  0.94%,  2.01%, 53.68%, 21.29%,  0.80%,  4.55%, 25354.15, 1833.88, 6404.14, 26209.61 , 18, 253, 117.59, 75, 150, 130.98, 89, 180, 129.22, 0.00%, 99.26%,0.00%, 0.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.65%,0.00%, 1.76%, 0.59%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 76.47%,0.00%, 5.88%, 17.65%, 0.00%, 0.00%, 0.00%, 0.00%, 2.34%, 38.28%,0.00%, 33.59%, 25.78%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 16.0, 0.0, 58.0, 0.0, 22.0, 5.520, 47
108, P-SLICE,  108, 34.06,       6704, 0,0.00,28.000,40.219, 48.466, 48.733, 42.314, 0.940170, 12.231,0, 107 106 105 , -, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.13%,  0.00%,  1.32%, 1.85%,  0.26%,  0.93%,  1.19%, 10.32%,  0.00%,  0.00%,  0.13%,  1.19%, 52.91%, 22.22%,  1.98%,  5.29%, 25326.24, 1839.73, 6395.95, 26260.19 , 18, 253, 117.60, 75, 150, 130.98, 89, 181, 129.22, 0.00%, 99.50%,0.00%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.57%, 95.45%,0.00%, 1.14%, 2.84%, 0.00%, 0.00%, 0.00%, 0.00%, 3.85%, 61.54%,0.00%, 19.23%, 15.38%, 0.00%, 0.00%, 0.00%, 0.00%, 7.97%, 35.51%,0.00%, 24.64%, 31.88%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 14.0, 0.0, 61.0, 0.0, 19.0, 5.536, 111
109, P-SLICE,  109, 34.59,       5632, 0,0.00,28.000,40.219, 48.473, 48.723, 42.313, 0.940234, 12.235,0, 108 107 106 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.67%, 1.47%,  0.00%,  0.54%,  1.20%, 10.84%,  0.00%,  0.67%,  0.13%,  0.00%, 53.68%, 22.89%,  2.68%,  5.22%, 25336.15, 1840.16, 6398.66, 25948.49 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.78%,0.00%, 1.67%, 0.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.00%,0.00%, 16.67%, 13.33%, 0.00%, 0.00%, 0.00%, 0.00%, 4.00%, 31.20%,0.00%, 32.00%, 32.80%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 15.0, 0.0, 60.0, 0.0, 20.0, 5.391, 112
110, P-SLICE,  110, 34.14,       6400, 0,0.00,28.000,40.211, 48.457, 48.752, 42.309, 0.940134, 12.228,0, 109 108 107 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.40%, 2.77%,  0.00%,  0.79%,  1.58%,  9.22%,  0.00%,  1.05%,  0.00%,  1.05%, 52.57%, 22.92%,  2.11%,  5.40%, 25371.88, 1837.86, 6399.06, 26223.39 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.81%,0.00%, 2.13%, 1.06%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.14%,0.00%, 21.43%, 21.43%, 0.00%, 0.00%, 0.00%, 0.00%, 3.25%, 39.84%,0.00%, 25.20%, 31.71%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 14.0, 0.0, 58.0, 0.0, 20.0, 5.453, 116
111, P-SLICE,  111, 33.71,       6360, 0,0.00,28.000,40.203, 48.460, 48.740, 42.303, 0.940069, 12.223,0, 110 109 108 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.27%, 1.75%,  0.27%,  1.08%,  1.75%,  9.01%,  0.00%,  0.00%,  0.00%,  1.61%, 53.09%, 25.67%,  0.94%,  4.57%, 25411.88, 1839.59, 6406.35, 26133.47 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.23, 0.00%, 99.50%,0.00%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.98%,0.00%, 1.01%, 3.02%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 35.00%,0.00%, 20.00%, 45.00%, 0.00%, 0.00%, 0.00%, 0.00%, 1.74%, 40.00%,0.00%, 31.30%, 26.96%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 15.0, 0.0, 62.0, 0.0, 20.0, 5.462, 91
112, P-SLICE,  112, 36.00,        720, 0,0.00,28.000,40.203, 48.460, 48.740, 42.302, 0.940059, 12.223,0, 111 110 109 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.18%,  0.00%,  0.18%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 72.49%, 26.63%,  0.53%,  0.00%, 25416.12, 1839.23, 6411.72, 25416.12 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.23, 0.00%, 99.76%,0.00%, 0.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 12.0, 0.0, 62.0, 0.0, 17.0, 8.133, 139
113, P-SLICE,  113, 34.18,       6600, 0,0.00,28.000,40.213, 48.480, 48.751, 42.314, 0.940279, 12.239,0, 112 111 110 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.13%,  0.00%,  1.04%, 2.08%,  0.13%,  0.26%,  0.91%, 11.33%,  0.00%,  0.13%,  0.00%,  0.39%, 52.21%, 22.27%,  3.12%,  5.86%, 25364.47, 1833.10, 6391.66, 26288.48 , 18, 253, 117.61, 75, 150, 130.98, 89, 181, 129.23, 0.00%, 99.75%,0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.85%,0.00%, 1.15%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 3.12%, 75.00%,0.00%, 12.50%, 9.38%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 33.33%,0.00%, 31.94%, 28.47%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 16.0, 0.0, 61.0, 0.0, 22.0, 5.500, 64
114, P-SLICE,  114, 33.41,      11784, 0,0.00,28.000,40.120, 48.435, 48.636, 42.224, 0.939564, 12.187,0, 113 112 111 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.10%, 0.00%,  0.00%,  0.29%, 1.84%,  3.57%,  5.02%,  3.48%, 11.01%,  0.00%,  0.48%,  0.29%,  1.84%, 30.53%, 27.92%,  6.96%,  6.67%, 26041.91, 1871.62, 6493.46, 27344.45 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 89.52%,0.00%, 3.68%, 6.80%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 84.97%,0.00%, 5.78%, 9.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.89%, 66.96%,0.00%, 9.82%, 22.32%, 0.00%, 0.00%, 0.00%, 0.00%, 1.46%, 42.93%,0.00%, 22.44%, 33.17%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 7.0, 18.0, 0.0, 70.0, 0.0, 31.0, 5.171, 70
115, P-SLICE,  115, 34.13,       7464, 0,0.00,28.000,40.118, 48.438, 48.629, 42.222, 0.939597, 12.189,0, 114 113 112 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.12%,  0.12%,  1.34%, 2.07%,  1.58%,  1.09%,  1.22%,  8.88%,  0.00%,  0.49%,  1.22%,  3.28%, 44.89%, 29.20%,  2.31%,  2.19%, 26035.51, 1867.92, 6527.62, 27059.10 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 96.60%,0.00%, 0.79%, 2.62%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.44%,0.00%, 3.16%, 0.40%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 74.36%,0.00%, 20.51%, 5.13%, 0.00%, 0.00%, 0.00%, 0.00%, 9.92%, 34.35%,0.00%, 38.17%, 17.56%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 1.0, 17.0, 0.0, 68.0, 0.0, 22.0, 5.202, 106
